0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-5968,0.0,0.0,-0.004012476658,-0.001974762931,-0.00602735147,-0.0019710501980000003,-0.007225071187999999,-0.009580916304,-0.011088234199,-0.009058946882,-0.007036990948,-0.001523340692,-0.004012476658,-0.004012476658,-0.004012476658,-0.005019181515,-0.005019181515,0.0031636256409999994,-0.005019181515,-0.005019181515,-0.005019181515,-0.005019181515,-0.002981467788,-0.0028297807880000004,0.0031804000349999993,0.002883671262,-0.004012476658,-0.004012476658,-0.004012476658,-0.001991237791
uce-5973,0.0,0.010358517558,-0.006361415019000002,0.009859913411000001,0.002354893112,-0.0013602270280000002,-0.009470262131,-0.0008049449749999993,-0.009672498797,-0.003352778701,-0.004899769699000002,-0.005355346282,-0.003291240866,-0.0065313323950000005,-0.005684060895000001,-0.006611738674000001,-0.007236517464000001,-0.008324180991,-0.009302376457000001,-0.0007390633739999992,0.005301855444000001,-0.008467902533000001,0.006631577967999999,-0.007902092909999998,0.0019049594660000002,-0.0021691639349999993,-0.009593215878000001,-0.006802131943000002,-0.010928260998,-0.004828436912
uce-5995,0.0,-0.0002023718369999995,-0.005223297258999999,0.0006662602020000002,-0.0010777238769999996,0.005601806912999999,-0.005110139831,0.004578885269000001,-0.019626803793,-0.017588967349999998,-0.016474841844,-0.022141181828,-0.023392213398999998,-0.025232595242,-0.030257571263,-0.026981389605999998,-0.022457773671000002,-0.019926590723,-0.016504715912999998,-0.016739524047,-0.016846753806,-0.02236452995,-0.016022455977,-0.022932686833,-0.014260142560000001,-0.025034192708,-0.021204128239999998,-0.016863127392,-0.021109626191,-0.013444155054000002
uce-6010,0.0,0.003975392792,-0.022790340649,-0.014338756687,-0.009768471641,-0.0051631758689999994,-0.017678855741,-0.010261136303,-0.014471337391,-0.012852502773999998,-0.016772156763,-0.016653991056000003,-0.018158698272,-0.022606814172,-0.020759091655,-0.014545170554000002,-0.018098741608,-0.011554285781000002,-0.014004150402999998,-0.014298647222999998,-0.008305305530000001,-0.019923968062,-0.006643224403000001,-0.015461744278,-0.004371862173,-0.0072286187719999995,-0.020125475809999998,-0.018048638986999998,-0.021411860953,-0.015983982331999998
uce-6013,0.0,0.003412136108,-0.02679804015,-0.014733404827000002,-0.016218091246,-0.009082647491,-0.031358828525,-0.006417282095000001,-0.030219836438999996,-0.031169526030000002,-0.030354246212000002,-0.027000285503,-0.031752596252,-0.038757369983,-0.029605882007000005,-0.031726230462,-0.035962152760000005,-0.026654276769,-0.030426644682,-0.030159505011999998,-0.015752186337999997,-0.028532147332,-0.018505677438999998,-0.027253699862999997,-0.017381144391,-0.01811382008,-0.030156826839,-0.030110441743,-0.029627615913,-0.029595700317
uce-6019,0.0,0.0009217330030000005,-0.021682086056999998,-0.015660444194,-0.003836467061,-0.005496142957999998,-0.013679118463000002,-0.0021134666659999995,-0.009158609791,-0.007777752175,-0.011255511026,-0.009240522561999998,-0.005737623101000001,-0.009193811066999999,-0.013705575507,-0.008573596925000001,-0.008724785416,-0.011980083015,-0.010787957325999999,-0.006170416628,-0.012534992150999999,-0.013483811827000002,-0.008434316265000002,-0.016525103649,-0.011587609379000002,-0.011566717946,-0.017943452004,-0.013956454463999998,-0.017922502158,-0.015462829671999998
uce-6049,0.0,0.007637266272000001,-0.007243814020000001,-0.009020088679999998,-0.008434554389,-0.010807959691000001,-0.009536655376999999,-0.005509739118999999,-0.016005830882999998,-0.014566247872999998,-0.011967137928999998,-0.014719450446,-0.010352563464999999,-0.010222735572,-0.014427147702000001,-0.012919254361,-0.008883750316999998,-0.013382388967,-0.020148361119,-0.016815702826999998,-0.007809126047000001,-0.016815419672000002,-0.013040725683999999,-0.015107308626,-0.004393488234000001,-0.008665025477,-0.009935849401,-0.016314007824999997,-0.016320525715,-0.007123840789999999
uce-6070,0.0,0.003075519792,0.0035983845069999998,0.0035965392369999996,-0.0010543296709999996,0.0051471966049999995,0.0006709053659999999,0.00574896804,-0.003476104646,-0.001965492856,-0.000309354636,0.0022362870020000004,0.0005546983420000001,-0.0005229453529999998,-0.0009772599399999998,0.0011881360250000001,0.001043830743,-0.002468218962,-0.005145479838999999,-0.002468218962,-0.0009178715649999997,-0.00231054071,-0.000932006963,0.0017353346799999997,0.003632131826,0.003759224241,-0.0029430113730000004,-0.0014603682109999997,-0.0014574204739999995,-0.002968941022
uce-6076,0.0,0.002833524551,0.0006750109490000003,0.003003479545,0.008244735275000002,0.002257896246999999,-0.011949561935,-0.011622814354999999,-0.012374573028000001,-0.008831062344000001,-0.003568143537,-0.007731797130000001,-0.009065278799000001,-0.007695736614000001,-0.0023966600770000002,-0.012106516799,-0.007030875489000001,-0.005225004293,0.0027555365739999997,-0.008525908722999999,-0.0005683208190000004,-0.005216168723,0.00023407088600000021,-0.012628838168000003,-0.004076936231999999,-0.005005757966,-0.008274876116,0.0009987915269999998,-0.004225283248999999,-0.005608449416
uce-6081,0.0,0.00095793188,-0.017868778746,-0.0028039562039999973,-0.009315805726999998,-0.0005172995709999996,-0.023491215557,-0.003112757075,-0.027869081349,-0.027883098471,-0.02288451055,-0.015879705557999998,-0.02288451055,-0.02288451055,-0.023564855618,-0.024278109497000003,-0.024471209083,-0.025554291524999998,-0.023825042249999998,-0.022144439485,-0.017116171978,-0.027635404548000002,-0.009536257741,-0.013873234174000002,-0.013873234174000002,-0.017355456426,-0.024088184969,-0.023036151916999998,-0.024954009356,-0.021109491685
