0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-5734,0.0,0.0034245110270000006,-0.0026246147019999997,0.0032573326209999996,0.009818844153,0.004268338798,-0.002425125676,0.004280888147,-0.006207038874,-0.0020054303340000003,-0.003028689488000001,-0.005484771060000001,-0.0006068517249999995,-0.005059770305,-0.0012157810190000003,-0.010720647425,-0.010774076849,-0.017406886997,-0.021395735800999998,-0.0038307132729999997,0.0058942551440000004,-0.012859610643000001,-0.009100345362999999,-0.011796521221,0.0020708352829999985,-0.009530074229,-0.007039821597,-0.0022177851379999993,0.0042845401750000005,-0.006874916861
uce-5739,0.0,0.006779689629,-0.009450516032,-0.017701400796,-0.019228559769000002,-0.012955733265000002,-0.019402546963,-0.0024766975929999997,-0.018299255251999998,-0.023058808253999998,-0.024677767137999997,-0.012461187074,-0.030776722708,-0.040764806126,-0.030335672145,-0.030012967851999996,-0.028290311720000003,-0.023606438903,-0.023499240221000004,-0.021468711084000003,-0.018795148974000003,-0.030317346292,-0.023560781965,-0.012378433473999997,-0.013605244677999999,-0.014657398322999999,-0.01365239603,-0.008322202088999999,-0.01149023928,-0.010980629396
uce-5781,0.0,0.009313100323,-0.018079835031,-0.017619321524,-0.003379918469000001,-0.0006057453350000012,-0.017774483572,-0.009452611592,-0.00836929281,-0.003453196262999999,-0.017527133200999998,-0.020123515209999998,-0.020710764407000003,-0.020903819036000002,-0.019901213671999998,-0.019666929318,-0.017940598704,-0.016740479284,-0.028181134508000003,-0.013968152542,-0.008185269799,-0.015516303776,-0.018982196536,-0.021183484520000004,-0.019353310670000002,-0.031384193067,-0.038563451574,-0.041135745248999996,-0.041966509888,-0.020542382945
uce-5804,0.0,0.003215742769,-0.011606683155999999,0.0018078149589999988,0.0011541577650000003,0.0030398468220000016,-0.009761602685,0.0005165782979999999,-0.01518979036,-0.008375365043999999,-0.012719684545,-0.010692776075,-0.016844225229,-0.010277531446,-0.01600351874,-0.015003716870999998,-0.015502395451999999,-0.008934664069999999,-0.011770200815,-0.011590145684999999,0.0013949713780000011,-0.009754460885,-0.0032549332100000015,-0.005506846372000001,-0.00038812019200000145,-0.007793111795,-0.0061701398429999995,-0.008211060628000002,-0.014306277411,-0.007332679713000001
uce-5806,0.0,0.003396238252,-0.015161675440000001,-0.009557512946,-0.0022324532990000007,-0.0010163906550000011,-0.014647370981,-0.0035979402530000003,-0.016527854785,-0.013720478179999999,-0.005835296549,0.005392401364,-0.008846524732,-0.007100585558999999,-0.010122147214,-0.012840460038999999,-0.009634077542000002,-0.005188603029,-0.012257041165000001,-0.011386572155,0.0023766297579999995,-0.012527973449,-0.004303996846999999,0.0031770146820000005,0.004274629878000001,-0.002467672043,-0.01212141989,-0.009859864877,-0.011502860807,-0.009818193844000001
uce-5827,0.0,0.005247791980000001,-0.029986774972999997,-0.019085848091999997,-0.012184831425,-0.011695946096999997,-0.023895783052,-0.0076259549709999964,-0.02112467747,-0.020129886007999996,-0.023040742705,-0.023354196905,-0.021067357191000002,-0.026876020397000003,-0.030781413594000002,-0.022978063307999997,-0.029941321336999997,-0.027398524630000004,-0.031568251742,-0.025930232603999997,-0.014127935187,-0.035823791196,-0.018042537408999998,-0.027556902300999997,-0.020766434416000002,-0.030313428994999995,-0.036552741445,-0.027733280657000002,-0.032898617500000005,-0.024007234792999998
uce-5842,0.0,0.0,-0.008957656229,-0.013018549342999999,-0.011880125503999998,0.0013736604869999999,-0.008539510359,-0.003260679029000001,-0.017036843924,-0.019697008290999997,-0.017324450822,-0.011276529878000001,-0.016701875298,-0.012541835188,-0.013534045618,-0.013396895674,-0.014656528431,-0.013943969468999999,-0.021837058707,-0.021246997539,-0.011069396196000001,-0.017730648713,-0.012497608621999999,-0.012944091920000001,-0.005932550721000001,-0.007904944797,-0.014656528431,-0.012410209383,-0.011280597984,-0.013534045618
uce-587,0.0,0.004003000039,-0.0026813668709999997,-0.0020247550640000002,-0.003326601838,-0.0030342024620000005,-0.006026316185,-0.0010154334869999998,-0.007730899796000001,-0.005702088591,-0.005540602528,-0.007540130638,-0.0057038645309999995,-0.008389825504000002,-0.003675950642,-0.006194114669999999,-0.008102916735999999,-0.008234765954,-0.006530185809,-0.006530185809,-0.003865027606,-0.00252718577,-0.005315692843999999,-0.008046349851,-0.0035385832940000002,-0.0037539445389999995,-0.005018433526,-0.0036871519849999996,-0.005018433526,-0.005018433526
uce-5888,0.0,0.00019588238199999986,-0.011638901712,-0.0020475996509999976,-0.0031508478179999994,-0.0016849553049999993,-0.016369128678,0.00011573050399999937,-0.021277801468,-0.019006546558999998,-0.014558522582999998,-0.022086805036,-0.019587095478,-0.020827831325,-0.021791544581,-0.020059660658,-0.023346759004,-0.016481634651,-0.013956186419999999,-0.009400787085999998,-0.0034769885380000025,-0.012290796061999999,-0.0025595951209999995,-0.013802461642999999,0.003794445654999999,-0.01670592135,-0.014040966000000002,-0.011969548111999998,-0.011705942613000002,-0.007805612468
uce-5889,0.0,0.003522341127,-0.0017569406690000002,0.0032985137919999998,-0.0010020672329999992,0.0012790495889999998,-0.0037138957720000004,-0.004341298170000001,-0.008555260324,-0.0004997022370000007,-0.0038838290050000005,-0.0013537561170000002,-0.0012160308100000001,-0.007543314954,-0.005869279076000001,-0.011408143074,-0.0016398957800000005,-0.0027659365020000003,-0.003055112653,0.00076548886,-0.0004918141760000003,-0.0017569406690000002,0.002082428644,-8.321669000000038e-05,-0.0027684728060000004,-0.010583600012,-0.010077215895,1.5054026999999914e-05,-0.007543314954,-0.0025191664400000006
