0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-6843,0.0,-0.004737894668,0.0050075287910000005,-0.015680030964000002,-0.008754031963,0.006670113670999999,-0.013147318557,-9.082131899999964e-05,-0.008288167389,0.0002064982210000007,0.0035442417240000006,-0.00020964561299999934,-0.013909800903,-0.018268734535,-0.014665703119000001,-0.013546299877,-0.016912441037,-0.01035050115,-0.010171755736,-0.006891047932999999,-0.012349992003,-0.015706129401,-0.009996739842999999,-0.021382562106,-0.010509110061,-0.016168477932,-0.016881176260000002,-0.011818473095,-0.024782373744,-0.004832677355999999
uce-685,0.0,0.001499087898,-0.0015089339310000002,0.000896346146,0.0030154938499999994,0.004525478371,-0.003008021829,0.006668783750999999,-0.002515769828,-0.0010129693779999996,-0.004014857726,0.002348301152,-0.0020174224640000004,-0.004014857726,-0.002511261779,-0.002287957361,-0.007032491805000001,-0.008581035621,-0.004014857726,-0.003019985828,-0.002710177839,-0.003019985828,-0.001508146889,0.003023345111,-0.0015171853779999997,-0.006538285544,-0.006538285544,-0.003019985828,-0.0035247353650000005,-0.003887519802
uce-6859,0.0,0.00551227185,-0.00887780448,-0.005511177453,-0.006097965824,-0.001550450947000001,-0.0072366465800000005,0.0065805174889999995,-0.007291234428,-0.008410372137,-0.007550465517000001,-0.004521844956,-0.007116875075,-0.007584688027000001,-0.010945086949,-0.006093180998999999,-0.008280667138,-0.0088167389,-0.005697964899000001,-0.006279096507000001,-0.0029626476040000007,-0.00745376664,-0.006350747043,-0.0034713313400000006,-0.004979728957,-0.009681277735,-0.013477825905,-0.012325201304,-0.015049255256,-0.013949662037000002
uce-6874,0.0,0.002434458029,-0.011521539525,-0.0072232035220000015,-0.007194404260000002,0.004604409837000001,-0.0081083328,0.002628812008000001,-0.017261499359,-0.011241582554,-0.009453996051,-0.010873458983000002,-0.01547009462,-0.016066297352999998,-0.029646228797,-0.021159011478,-0.015596180414000002,-0.013230103731999999,-0.010719711465999999,-0.012182273023000002,-0.008214184768,-0.020977032734,-0.015255727602999999,-0.015485508209,-0.012311716139000001,-0.008840270255,-0.010496157217,-0.011510227773999999,-0.022040566897,-0.010130698294
uce-6892,0.0,0.003949453445,-0.0014820760629999999,0.0014315205830000002,-0.0029994380789999994,-0.0021163520549999995,0.0014315205830000002,0.0012010339640000003,-0.0013633531939999995,0.0042448755629999994,-0.0015410209489999998,-0.002010587839,-0.003347137692,-0.008009610843,-0.004022387505,-0.009570218549,-0.004591559613,0.002826942727000001,-0.010423388674999999,-0.006426620191,-0.0022363242699999994,-0.005172533059000001,-0.004525435031000001,-0.003919793693000001,-0.003037577211000001,-0.006175842776,-0.007766808191,-0.0033747603080000015,-0.002748956294,-0.0001973048070000004
uce-6896,0.0,0.005147758423,-0.0014526446030000005,0.0043832632230000005,0.0037121178459999992,0.0021900789439999995,-0.005534719512,0.0016834476569999998,-0.006041350799,0.0037281325669999994,-0.0014526446030000005,-0.003989245578000001,-0.006634754416000001,-0.008701262961,-0.009604224495,-0.004456466072000001,-0.0049678150970000005,-0.01011557352,-0.009604224495,-0.0018577700230000011,-0.0018737847440000012,-0.01216694257,-0.0034096209150000006,-0.00600118776,0.003282374643,0.00708997544,-0.007056369578,0.0033056110799999996,-0.007056369578,-0.004380859983
uce-6898,0.0,0.001441354156,-0.00024193115800000015,0.003442254869000001,-0.009452214520000002,-0.0024401272279999994,-0.0061536296170000004,0.004898610656,-0.008126578182,-0.0007540151440000005,-0.00654292853,-0.0007105469350000004,-0.004670114997,-0.009594494484,-0.0051015743740000005,-0.010528643607,-0.006578221211,-0.008135405221,-0.011106500044,-0.005166345885,-0.002203729354,-0.004908385853,0.005103043615999999,-0.0051015743740000005,0.0007160826759999997,-0.004574646766,-0.00654292853,-0.002203729354,-0.008644664587,-0.0017548048559999996
uce-6932,0.0,0.007138152131000001,-0.010250277430999998,-0.004986221901999998,-0.005483427617000002,-0.009723599794,-0.016650162366,-0.00428098109,-0.013624288752,-0.0008972223229999996,-0.004612107697,-0.0019354737110000002,-0.004067602521,-0.0035176779019999993,-0.016217704484,-0.004371875139,-0.008384301348,-0.006623744265000002,-0.009316869069999999,-0.006627209873000001,0.0025136581329999984,-0.007877256412,-0.004852308127999999,-0.011209491480999999,-0.002951509271,0.0009090056309999997,-0.00718078812,-0.0029580644669999993,-0.014180897538999999,-0.003995149182999999
uce-6946,0.0,0.008832709671,-0.01035354396,0.0003611959940000003,-0.0018791267430000001,0.0029556114109999983,-0.013347049046,0.0029901602460000003,-0.011674963862999998,-0.01511577839,-0.020643462755,-0.011241449854,-0.016169314958999998,-0.017271371183,-0.012438382126000002,-0.012704591733999999,-0.011705256498,-0.015405171954,-0.015052515845,-0.015656696288,-0.005539681971,-0.016335757978,-0.004275747348000002,-0.007805142779000001,-0.0007292721600000024,-0.003748471144000001,-0.015865097821,-0.01773382272,-0.021504078774000002,-0.019714573045
uce-6953,0.0,8.139646099999997e-05,-0.01131548837,-0.007382207462000001,-0.006308129508,-0.004363379277000002,-0.008132923146,-0.0008181136909999991,-0.009730552669000001,-0.008826087909,-0.009812439536,-0.007797644922,-0.007831084577,-0.008319192183999999,-0.009280839386,-0.008340532108,-0.00917738604,-0.007631620483000001,-0.010527462268999999,-0.01565301413,-0.006836161009000001,-0.008406703261000001,-0.007152630033,-0.005509619684,-0.0072641307019999995,-0.0036447426120000005,-0.008620525311,-0.017697460279,-0.017961764679,-0.007712594292
