uce-3746,0.0,0.004496585126,-0.013023046144000001,-0.0032879566090000013,-0.012986617569000002,-0.006804667800999999,-0.018990594936,-0.012297682045999998,-0.018291115709,-0.011627660513000002,-0.016096122919,-0.024767831196,-0.025196270748000002,-0.018366142927,-0.015230065415,-0.020805909224,-0.015230065415,-0.012234180446,-0.013274787892,-0.015230065415,-0.010259998379,-0.023723853942000002,-0.012531148841,-0.018538409244,-0.014838578407999998,-0.016257937823,-0.016531451255,-0.013286349171999999,-0.019899694046,-0.012870642778
uce-3752,0.0,0.003875957103,-0.003680131441,0.008221045795,0.002340421861,0.0012822119190000003,-0.006370529652999999,-0.003115235600999999,-0.011183404574000001,-0.0038019678050000005,-0.008855496673,-0.019494902446,-0.018962181507999998,0.0010765546900000002,-0.010667973155,-0.003377308909,-0.008998591152,-0.00321108495,0.00022513669100000105,-0.001724827245999999,0.004569655111000001,-0.0006708567939999995,0.005698231934,-0.0005999621109999999,0.0021959862059999988,0.0034041318039999997,-0.005591287662,-0.005710028285,-0.005628807067000001,-0.002704788667
uce-3767,0.0,0.0037784876270000006,-0.020837244636,-0.015815794043,-0.008114374456999997,0.002424121698999998,-0.018795336469,0.004022766431999999,-0.019559645575,-0.008770828051999998,-0.010018421254,-0.010319021605000001,-0.018721370707,-0.018029045185000002,-0.02342133036,-0.019944265880000003,-0.020320916697,-0.010803283305000001,-0.015243032235,-0.011344472155,-0.003460516527999998,-0.016135249924999998,-0.003632382957,-0.011894822135000002,-0.006133433590000001,-0.0025247644490000026,-0.011431295788,-0.009776686659,-0.024468975182,-0.0129004123
uce-3777,0.0,0.009191290898,-0.014811511632999999,-0.007987930645999999,-0.009551019409,0.001756655918999997,-0.012254507301,-0.00030178777500000295,-0.012464698478,-0.014214437722000001,-0.016290883891000002,-0.004807941142000002,-0.018877736211,-0.017319155375,-0.010986884467,-0.010203308813999999,-0.011937158039,-0.010024796535,-0.014412918881999998,-0.012338708812,-0.003709149091000001,-0.005224966966,-0.008902176024000001,-0.006287135389000002,-0.012634306846,-0.014237517851000001,-0.028900757192,-0.015646997713,-0.008513164152,-0.014632687103000001
uce-3797,0.0,0.0006101411449999997,-0.008145917369000001,-0.0035619293400000005,-0.006616378292,-0.005093545198,-0.0049817660949999995,0.0005653480839999999,-0.015199565312000002,-0.007678935993999998,-0.007448610419,-0.0049822158709999995,-0.008037098547999999,-0.010063428155,-0.008669703832000001,-0.012894631437000002,-0.007665265395000001,-0.013352671814000001,-0.014286003799000002,-0.007161762371,-0.007652482871000002,-0.009691425372,-0.0025465839910000024,-0.007691238982000002,-0.010231970154999999,-0.009921099723,-0.014602043778999999,-0.011240114773,-0.013798445623,-0.010750260316
uce-3812,0.0,0.005088449582,-0.015857783608,-0.009633426399999999,-0.012116105454000001,0.006692245584000001,-0.017777749337,-0.011951141703,-0.02441276092,-0.011948960530999999,-0.015352692974999999,-0.018702290915,-0.017254833711,-0.013838888977,-0.018952179565,-0.010177786068999998,-0.011597630299999998,-0.018743796703,-0.015513166508000002,-0.012460843127999999,-0.014167229717999998,-0.019244310301,-0.014368882253,-0.025452265792,-0.010041286541999999,-0.013714774722,-0.023333431292,-0.026489107062,-0.023098003334,-0.01969427089
uce-3821,0.0,0.008478166249,-0.004080570385000001,-0.0007918210639999996,0.00028471948700000034,0.0018280518079999992,-0.0072346316610000004,0.001335796999000001,-0.010956077638,-0.004130035579,-0.0016611507579999997,-0.0026842225740000003,-0.010858916655999997,-0.011509396727,-0.013091816456,-0.0062209501939999995,-0.004960449108,-0.009408281941000001,-0.0054524412460000005,-0.006725611904,0.0007366427490000001,-0.007835765237000001,0.0007366427490000001,-0.0019188191049999987,0.0004992229730000006,-0.013123266534,-0.0022223918939999997,-0.003515878433999999,-0.012032701242,-0.00775210811
uce-3824,0.0,0.0026577241299999997,-0.019328002378,-0.021288870016,-0.008258771367000001,-0.006277228630000001,-0.022340867073000002,-0.008859514837000003,-0.020859392331,-0.015634288757,-0.0037143393529999996,-0.0036772428660000016,-0.012273851725,-0.006584838581999999,-0.014135129914999999,-0.013448480320000001,-0.014880949687,-0.007921035810000001,-0.015149949948,-0.010013723571999998,-0.009813656729,-0.014117298984000002,-0.003617088821,-0.0022386254209999998,-0.004343171188000001,-0.011677177223,-0.006384666587,-0.006387039911,-0.01567041797,-0.005257572887
uce-3828,0.0,0.005755422395,-0.021148799834999996,-0.01803148481,-0.015339022866000002,-0.0008555331640000031,-0.026772790743,0.001235746585999998,-0.02988342903,-0.018376823553000004,-0.019387076202000003,-0.017426382046,-0.004650988992000001,-0.023147133272000003,-0.024441578262,-0.04191766480299999,-0.039806495217,-0.023539337424000002,-0.032373604337000005,-0.02356757118,-0.020629238916,-0.034092818439,-0.024404800512000002,-0.021705463247,-0.025964297543,-0.01432114492,-0.028375334933,-0.019950836914000004,-0.032722494736,-0.021446261897
uce-3830,0.0,0.007748499378,-0.008511098432,-0.014644072811,-0.012072292183,-0.005903105642,-0.01108287906,-0.005903105642,-0.008371643955,-0.017192198312,-0.014627415747,-0.011684520673999998,-0.005876333524000001,-0.01108287906,-0.01108287906,-0.00022662178000000012,-0.01108287906,-0.008511098432,-0.005923838376,-0.008511098432,-0.00779162256,-0.01108287906,-0.008511098432,-0.005923838376,-0.007813145726,-0.01108287906,-0.01108287906,-0.01054385098,-0.013115631608,-0.01054385098
