0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-6669,0.0,0.002670763293,-0.013077055147,-0.010443839641999998,-0.00648840163,-0.003827579719999998,-0.012653660141,-0.0042989717489999996,-0.013052764211,-0.014584407147,-0.009206584682,-0.0044188549340000004,-0.009341461399,-0.010866489016,-0.011010464685,-0.005707494364000001,-0.010135939733000001,-0.012903617238,-0.017455726847000003,-0.007860402942,-0.005603441708999999,-0.008883122574,-0.010045939032999999,-0.005688220177999999,-0.007400841364999999,-0.006839842718000001,-0.008434631308000002,-0.004435385053000001,-0.009625524546999999,-0.005828066531999999
uce-667,0.0,0.003178717931,-0.002852271437,-0.0006601863239999997,-0.009071794078,0.0005366202770000009,-0.006419427411999999,0.0026747101820000004,-0.009428734517,-0.005219822150000001,-0.012627693681,-0.008114160613,-0.011098856544,-0.009792423243,-0.013041043071,-0.01264420301,-0.013085685039,-0.008557283175,-4.4513782999999404e-05,-0.005378565243999999,-0.008557283175,-0.003774662395999999,-0.002176537764999999,-0.009568342357,-0.009453324463,-0.010512313373000001,-0.00908152552,-0.015158077824,-0.014170414263,-0.008557283175
uce-67,0.0,3.887001700000024e-05,-0.0014293982859999999,0.012242061771999999,0.0072598832070000004,0.007014075407000001,0.0008065487820000002,0.005597606089,-0.0014819993749999993,-0.0009752284720000014,-0.003837054797999999,0.004580383120999999,-0.006155009976,-0.007091331789000002,-0.018031629607,-0.019779259291,-0.011428365487000002,-0.01529984525,-0.015968840511,-0.0013738937559999997,0.004724283010000002,-0.010316967929000002,0.002808013937,-0.0037725960580000002,-0.005942086134000001,-0.007116236374000001,-0.013117986434,-0.009119428840000002,-0.007772857591,-0.010743426028999997
uce-6703,0.0,0.00270732258,-0.005686042970000001,-0.0018001190779999999,-0.004172233278999999,0.0006902241210000014,-0.007314873566,0.004680513893000001,-0.014145989134000002,-0.006423069208000001,-0.0037525986599999984,-0.004695340079,-0.006559678472000001,-0.012886338583,-0.011222764185,-0.010293877087,-0.012168905401000001,-0.004354591448000001,-0.006176060343999999,-0.005983715779999999,-0.0010745286710000003,-0.007788676247000001,-0.002839513827,-0.0032607056250000006,0.0004841182950000005,-0.009438018864000001,-0.016339447569,-0.008579966349,-0.017102159029,-0.008414696252999999
uce-6706,0.0,-0.00027885789499999987,-0.01415835513,-0.0025668775090000005,-0.0009818612350000026,0.0031890468889999996,-0.013648089506000001,0.002959922399,-0.006930780165000001,-0.016735093132,-0.011314826469,-0.010871151765000002,-0.008713882844000001,-0.012053694277999998,-0.010538337073999999,-0.009871387826,-0.009416630831,-0.006867388408,-0.0076144256770000005,-0.014130466337999999,-0.0035722783629999998,-0.016212519034999998,-0.0066881244900000025,-0.014555961161,-0.004476562314999998,-0.009535501674,-0.017845058184,-0.021906846131,-0.021954250109,-0.017256302044
uce-6719,0.0,0.00391635238,-0.002939142261,-0.00045289410900000056,-0.00224745816,0.0020247885880000007,-0.016779492513,-0.007247026438000001,-0.00869888557,-0.008164226527,-0.005578613826000001,-0.008671355818,-0.003950859866,-0.010860618204,-0.007530695746,-0.004611680746999999,-0.003131619144,-0.004492261587999999,-0.0011281024600000005,-0.001927006137,0.0023289970089999997,-0.006371084924,0.00443536716,0.002470318440000001,0.0016813099460000012,-0.010439485538,-0.006143605616,-0.003957921859000001,-0.006175503358,-0.003608719788
uce-6721,0.0,-0.007633254842,-0.008321129179,-0.0067730422189999995,-0.016561347024,-0.007045006161999998,-0.015078111253000001,-0.009432388896,-0.014159141505,-0.008308464713,-0.008829247208,-0.016727021045999997,-0.015796589326,-0.012419796292,-0.0028307864529999987,-0.01027989647,-0.010779517285999999,-0.013335323899,-0.011931028089000002,-0.014266300328999998,-0.010867084781,-0.012725340267999999,-0.008816705525999998,-0.012311069248000002,-0.021488255418,-0.015763809774,-0.00956490753,-0.014770814079999998,-0.010775137628,-0.010681676961
uce-6723,0.0,0.005189390194,-0.006754188762,-0.0015415086880000003,0.0019919689610000003,0.001980310087000001,-0.0074826599999999995,-0.003579188298999999,-0.014146374405,-0.010227276827,-0.009625264988000001,-0.005806379799,-0.002642514111,-0.0006933973649999995,-0.0019231616139999998,0.0008996118720000007,0.001980310087000001,-0.0006104164859999997,-0.006601002531000001,-0.0032207111129999993,0.001794492967,0.00047022412800000035,0.0004818830019999998,-0.0019195287670000002,0.0007767363789999999,-0.0003393401570000003,-0.007851794589,-0.008647799884,-0.004730797072,-0.004730797072
uce-6730,0.0,0.0012959625689999998,0.001977704347,0.001982735609,0.0009742945480000001,0.0028783871960000006,0.001385783156,0.001212197936,-0.0032277123389999997,0.0014727744740000003,0.0003993281480000003,0.00047284128500000005,-0.001324360478,-0.0019362443070000002,-0.0031167033150000002,-0.0021037058950000003,0.0006835758340000002,0.0009720048080000001,0.001428143593,0.002376200416,0.002467062437,0.0011451025490000002,0.0009756655580000001,0.0006346025889999996,0.0007125334780000003,8.443177900000019e-05,-0.001520906514,-0.00042767501200000014,-0.00513508325,0.00036558432099999955
uce-6734,0.0,0.002433898715,-0.00602466904,-0.00602466904,-0.005612446938000001,-0.004595088885000001,-0.0035921214949999995,0.0037747302340000004,-0.00602466904,-0.008043675627,-0.008043675627,-0.00602466904,-0.00602466904,-0.00602466904,-0.00602466904,-0.00602466904,-0.0034662303809999996,-0.0035921214949999995,-0.003446441614,-0.00602466904,-0.0035921214949999995,-0.008551433064,-0.00602466904,0.002585002153000001,-0.013641079881,-0.007034415755,-0.007034415755,-0.00602466904,-0.00602466904,-0.00602466904
