0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
uce-5382,0.0,0.0010157382989999996,-0.009495068102000001,-0.008307412979000001,-0.0034317826810000007,0.0033055617430000003,-0.0039009108150000003,0.001967582691999999,-0.005762210272000001,-0.005875953738000001,-0.001249691717,0.006211922196000001,-0.0022797702839999997,-0.004344602475000001,-0.004162160438999999,-0.0019458730040000007,-0.006518616284,-0.0032909512190000003,-0.0036819075379999995,-0.004734710293999999,-0.004875233213000001,-0.005821867992000001,-0.003352924528,-0.0013612022919999994,-0.0018361755420000002,-0.0056886705299999995,-0.00364139071,-0.0018376812590000001,-0.004662237182,-0.0032205349919999997
uce-5394,0.0,-1.4507672000000325e-05,-0.022982595188,-0.018133073979,-0.011879102267000001,-0.010036368397,-0.016876218938000002,-0.007127833842000001,-0.02549929032,-0.020083944819,-0.021757912777,-0.022590916595000003,-0.022258071516,-0.024060643811,-0.027544934224,-0.025665922384,-0.01755784288,-0.017400765529000002,-0.024128318844999996,-0.022687406839,-0.017497711722,-0.026684347536,-0.014607873493999998,-0.0224025371,-0.016247285733,-0.015097403402,-0.025098070399,-0.019832049788000003,-0.022057346574000002,-0.015909463551
uce-5397,0.0,0.007298118323,-0.013950333398000002,-0.00283458646,-0.008043806559,-0.005477274187000003,-0.021169915966,-0.006520792689,-0.014677482925999998,-0.004732841186999999,-0.006093538963999999,-0.00497936031,-0.007835073159,-0.010326685611,-0.016781331093,-0.011080409538000002,-0.009541893927,-0.010312936097000002,-0.009198787784999999,-0.005116060859,-0.004413936356999999,-0.016257644044,-0.004409239044,-0.014547343380000001,-0.008973931176999999,-0.015802986377999997,-0.010301516542000002,-0.008381920795,-0.019371989302,-0.008991732512
uce-5402,0.0,0.003874476667,-0.036503045321,-0.024704653843000003,0.0015316109920000005,0.002987214925999999,-0.00689423952,0.002987214925999999,-0.012736349688999999,-0.01244659477,-0.012338330784999999,-0.0027169012329999985,-0.012338330784999999,-0.013975923371,-0.012338330784999999,-0.012648098637000001,-0.017998749770000003,-0.01244659477,-0.012338330784999999,-0.010388634176,-1.079992199999949e-05,-0.012338330784999999,-0.009348297493,0.003672858432999998,-0.028628931507,-0.028579271022,-0.028972961767999995,-0.027552150198999998,-0.011929919579000001,-0.015023751478000003
uce-541,0.0,0.0007269479319999999,-0.005083880944,-0.0006984204560000003,-0.0008254849980000004,0.00013938263200000047,-0.0035080849469999995,0.003469801196,-0.004011250023,-0.0015533847870000004,7.130797000000008e-06,-0.006675508300999999,-0.004295717726,-0.003621269588,-0.0027840418360000002,-0.0021892831780000004,-0.0015533847870000004,-0.002890356675,-0.004075492474,-0.003065060677,-0.00293009886,-0.005522925913,-0.0005983812540000001,-0.003065060677,0.0006368313150000001,-0.003180221977,-0.0012467964170000002,-0.0025606402509999997,-0.0037912972999999996,-0.0025606402509999997
uce-5416,0.0,0.0028610089800000004,-0.003051141702,-0.0016592688869999997,-0.0011563459489999997,0.001098086187999999,-0.004907099144,0.00021109586600000056,-0.005190982196000001,-0.005194542944000001,-0.008556916201,-0.011094846327,-0.007098334572,-0.006457278574,-0.010977798767999999,-0.010015581323,-0.009240113597,-0.005190770183000001,-0.005842943381,-0.0006757695120000011,-0.002634922197,-0.004578386248,-0.0043295772949999995,-0.0005414760920000004,-0.006918766618,-0.012623007367,-0.012626812295,-0.013246932169,-0.009870673137,-0.005595830820000001
uce-5426,0.0,-0.0028979165069999997,-0.014058850031,-0.018194938588,-0.019610319518,-0.012622354652000001,-0.026197139735000003,-0.012705345564000003,-0.018615482683,-0.018269026877,-0.033441756337,-0.037155126795,-0.032361161604999994,-0.035282412502999995,-0.029288357319,-0.030548909839999996,-0.021812431898,-0.024582272683,-0.029750993688,-0.024569164052,-0.013330372545000002,-0.025795268875999998,-0.018256216441,-0.036248129189,-0.023334786559,-0.026918092107000004,-0.028939308557,-0.027020194654,-0.027195833832,-0.016673588513
uce-5427,0.0,0.019049490239,-0.004082729839,0.00037779360899999927,-0.005568578691,-0.002928368015,-0.015738357379,-0.003965806297,-0.023108770968,-0.010658367081000002,-0.012274520258999999,-0.007975660124999999,-0.025877218633,-0.027120052887,-0.019320323382,-0.027181923990000002,-0.022084174154000002,-0.021663283864999997,-0.0012437252600000018,-0.00022018391300000079,-0.008990097144000002,0.004005989151,-0.008160928148,-0.0013767863780000007,-0.013356795718000001,-0.015728204416,-0.004754274273,0.00025819272699999923,-0.012877732480000001,-0.002387070935000001
uce-5429,0.0,0.003506787629,-0.0030353370300000002,0.0060816327360000005,0.0065340418630000004,0.004766945186,0.001904603414,0.0037074044800000003,-0.0042879148360000004,-0.0025321048570000003,0.0012507096889999999,0.004038123267,0.003075486657,-0.002506718245,-0.002770852117,-0.0019756812799999997,-0.0005104481759999999,-0.0005104481759999999,0.0003275479840000005,-0.0005104481759999999,0.004791547272000001,0.001000069384,0.008096744258,0.002770660883,0.001000069384,-0.002506718245,-0.004017235805,-0.004049972334,-0.005805782313,0.001000069384
uce-5438,0.0,0.0068209023720000005,-0.017633146169,-0.015211481469000001,-0.013170646610999998,-0.015453907425,-0.016743567517,-0.006037778905000003,-0.008157416573,-0.012757328697999998,-0.016353370848000003,-0.008298218019999998,-0.011629389882000001,-0.015256019115999999,-0.015395078668,-0.010693724331,-0.026766579667000003,-0.012593102244,-0.015711276716,-0.022573673804,-0.006908033147000003,-0.013962151464999998,-0.0048486818089999995,-0.0026597622600000002,-0.009887081207,-0.0034408554790000025,-0.019261023264000005,-0.020490725205000004,-0.012317491604000001,-0.009681211075
